benchmark,transport,scenario,payload_size,sample,duration_ns,throughput_mbps
payload_scaling,TCP,10ms,1KB,22,38165,26.8309
payload_scaling,TCP,10ms,1KB,23,46190,22.1693
payload_scaling,TCP,10ms,1KB,24,37955,26.9793
payload_scaling,TCP,10ms,1KB,25,36956,27.7086
payload_scaling,TCP,10ms,1KB,26,38353,26.6993
payload_scaling,TCP,10ms,1KB,27,38234,26.7824
payload_scaling,TCP,10ms,1KB,28,49591,20.6489
payload_scaling,TCP,10ms,1KB,29,38145,26.8449
payload_scaling,TCP,10ms,1KB,30,35889,28.5324
payload_scaling,TCP,10ms,1KB,31,44751,22.8822
payload_scaling,TCP,10ms,1KB,32,39787,25.7370
payload_scaling,TCP,10ms,1KB,33,37633,27.2102
payload_scaling,TCP,10ms,1KB,34,35998,28.4460
payload_scaling,TCP,10ms,1KB,35,38091,26.8830
payload_scaling,TCP,10ms,1KB,36,37433,27.3555
payload_scaling,TCP,10ms,1KB,37,39564,25.8821
payload_scaling,TCP,10ms,1KB,38,37842,27.0599
payload_scaling,TCP,10ms,1KB,39,45104,22.7031
payload_scaling,TCP,10ms,1KB,40,37820,27.0756
payload_scaling,TCP,10ms,1KB,41,38303,26.7342
payload_scaling,TCP,10ms,1KB,42,81663,12.5393
payload_scaling,TCP,10ms,1KB,43,38113,26.8675
payload_scaling,TCP,10ms,1KB,44,37459,27.3366
payload_scaling,TCP,10ms,1KB,45,38781,26.4047
payload_scaling,TCP,10ms,1KB,46,40392,25.3516
payload_scaling,TCP,10ms,1KB,47,48853,20.9608
payload_scaling,TCP,10ms,1KB,48,36539,28.0249
payload_scaling,TCP,10ms,1KB,49,38902,26.3226
payload_scaling,TCP,10ms,1KB,50,35788,28.6129
payload_scaling,TCP,10ms,16KB,1,342406,47.8496
payload_scaling,TCP,10ms,16KB,2,307935,53.2060
payload_scaling,TCP,10ms,16KB,3,340149,48.1671
payload_scaling,TCP,10ms,16KB,4,284712,57.5459
payload_scaling,TCP,10ms,16KB,5,274376,59.7137
payload_scaling,TCP,10ms,16KB,6,308406,53.1248
payload_scaling,TCP,10ms,16KB,7,270464,60.5774
payload_scaling,TCP,10ms,16KB,8,274586,59.6680
payload_scaling,TCP,10ms,16KB,9,347533,47.1437
payload_scaling,TCP,10ms,16KB,10,313978,52.1820
payload_scaling,TCP,10ms,16KB,11,271682,60.3058
payload_scaling,TCP,10ms,16KB,12,291108,56.2815
payload_scaling,TCP,10ms,16KB,13,286279,57.2309
payload_scaling,TCP,10ms,16KB,14,284513,57.5861
payload_scaling,TCP,10ms,16KB,15,272222,60.1862
payload_scaling,TCP,10ms,16KB,16,285317,57.4238
payload_scaling,TCP,10ms,16KB,17,309951,52.8600
payload_scaling,TCP,10ms,16KB,18,726074,22.5652
payload_scaling,TCP,10ms,16KB,19,275758,59.4144
payload_scaling,TCP,10ms,16KB,20,273148,59.9821
payload_scaling,TCP,10ms,16KB,21,304118,53.8738
payload_scaling,TCP,10ms,16KB,22,315521,51.9268
payload_scaling,TCP,10ms,16KB,23,317709,51.5692
payload_scaling,TCP,10ms,16KB,24,274586,59.6680
payload_scaling,TCP,10ms,16KB,25,304974,53.7226
payload_scaling,TCP,10ms,16KB,26,275762,59.4136
payload_scaling,TCP,10ms,16KB,27,273079,59.9973
payload_scaling,TCP,10ms,16KB,28,283668,57.7577
payload_scaling,TCP,10ms,16KB,29,384375,42.6250
payload_scaling,TCP,10ms,16KB,30,2397951,6.8325
payload_scaling,TCP,10ms,16KB,31,739237,22.1634
payload_scaling,TCP,10ms,16KB,32,277208,59.1036
payload_scaling,TCP,10ms,16KB,33,365601,44.8139
payload_scaling,TCP,10ms,16KB,34,397917,41.1744
payload_scaling,TCP,10ms,16KB,35,353003,46.4132
payload_scaling,TCP,10ms,16KB,36,291819,56.1444
payload_scaling,TCP,10ms,16KB,37,275902,59.3834
payload_scaling,TCP,10ms,16KB,38,276133,59.3337
payload_scaling,TCP,10ms,16KB,39,308975,53.0269
payload_scaling,TCP,10ms,16KB,40,279759,58.5647
payload_scaling,TCP,10ms,16KB,41,285647,57.3575
payload_scaling,TCP,10ms,16KB,42,347727,47.1174
payload_scaling,TCP,10ms,16KB,43,288224,56.8447
payload_scaling,TCP,10ms,16KB,44,286319,57.2229
payload_scaling,TCP,10ms,16KB,45,280075,58.4986
payload_scaling,TCP,10ms,16KB,46,298814,54.8301
payload_scaling,TCP,10ms,16KB,47,254946,64.2646
payload_scaling,TCP,10ms,16KB,48,281547,58.1928
payload_scaling,TCP,10ms,16KB,49,326208,50.2256
payload_scaling,TCP,10ms,16KB,50,285814,57.3240
payload_scaling,TCP,10ms,64KB,1,2269416,28.8779
payload_scaling,TCP,10ms,64KB,2,1030101,63.6209
payload_scaling,TCP,10ms,64KB,3,1032963,63.4447
payload_scaling,TCP,10ms,64KB,4,1277297,51.3083
payload_scaling,TCP,10ms,64KB,5,1241384,52.7927
payload_scaling,TCP,10ms,64KB,6,5883102,11.1397
payload_scaling,TCP,10ms,64KB,7,1115131,58.7698
payload_scaling,TCP,10ms,64KB,8,2685858,24.4004
payload_scaling,TCP,10ms,64KB,9,1213664,53.9985
payload_scaling,TCP,10ms,64KB,10,1092252,60.0008
payload_scaling,TCP,10ms,64KB,11,1098573,59.6556
payload_scaling,TCP,10ms,64KB,12,1537680,42.6201
payload_scaling,TCP,10ms,64KB,13,1460114,44.8842
payload_scaling,TCP,10ms,64KB,14,1476303,44.3920
payload_scaling,TCP,10ms,64KB,15,1454197,45.0668
payload_scaling,TCP,10ms,64KB,16,3985266,16.4446
payload_scaling,TCP,10ms,64KB,17,11995100,5.4636
payload_scaling,TCP,10ms,64KB,18,15467857,4.2369
payload_scaling,TCP,10ms,64KB,19,1481204,44.2451
payload_scaling,TCP,10ms,64KB,20,1409848,46.4844
payload_scaling,TCP,10ms,64KB,21,1565059,41.8745
payload_scaling,TCP,10ms,64KB,22,1428593,45.8745
payload_scaling,TCP,10ms,64KB,23,1133725,57.8059
payload_scaling,TCP,10ms,64KB,24,1098283,59.6713
payload_scaling,TCP,10ms,64KB,25,1115085,58.7722
payload_scaling,TCP,10ms,64KB,26,1201692,54.5364
payload_scaling,TCP,10ms,64KB,27,2149692,30.4862
payload_scaling,TCP,10ms,64KB,28,1200603,54.5859
payload_scaling,TCP,10ms,64KB,29,1524993,42.9746
payload_scaling,TCP,10ms,64KB,30,1535888,42.6698
payload_scaling,TCP,10ms,64KB,31,1427796,45.9001
payload_scaling,TCP,10ms,64KB,32,1511600,43.3554
payload_scaling,TCP,10ms,64KB,33,1484942,44.1337
payload_scaling,TCP,10ms,64KB,34,2366512,27.6931
payload_scaling,TCP,10ms,64KB,35,1404958,46.6462
payload_scaling,TCP,10ms,64KB,36,1030829,63.5760
payload_scaling,TCP,10ms,64KB,37,418234814,0.1567
payload_scaling,TCP,10ms,64KB,38,937134,69.9324
payload_scaling,TCP,10ms,64KB,39,946862,69.2139
payload_scaling,TCP,10ms,64KB,40,930648,70.4198
payload_scaling,TCP,10ms,64KB,41,983721,66.6205
payload_scaling,TCP,10ms,64KB,42,980128,66.8647
payload_scaling,TCP,10ms,64KB,43,954004,68.6957
payload_scaling,TCP,10ms,64KB,44,940772,69.6619
payload_scaling,TCP,10ms,64KB,45,4256823,15.3955
payload_scaling,TCP,10ms,64KB,46,1293262,50.6750
payload_scaling,TCP,10ms,64KB,47,1235343,53.0509
payload_scaling,TCP,10ms,64KB,48,1213426,54.0091
payload_scaling,TCP,10ms,64KB,49,1124252,58.2930
payload_scaling,TCP,10ms,64KB,50,1053636,62.1998
payload_scaling,QUIC,10ms,128B,1,2521003,0.0508
payload_scaling,QUIC,10ms,128B,2,18863,6.7858
payload_scaling,QUIC,10ms,128B,3,14289,8.9579
payload_scaling,QUIC,10ms,128B,4,14426,8.8729
payload_scaling,QUIC,10ms,128B,5,13270,9.6458
payload_scaling,QUIC,10ms,128B,6,1111283,0.1152
payload_scaling,QUIC,10ms,128B,7,18881,6.7793
payload_scaling,QUIC,10ms,128B,8,13832,9.2539
payload_scaling,QUIC,10ms,128B,9,13523,9.4654
payload_scaling,QUIC,10ms,128B,10,13516,9.4703
payload_scaling,QUIC,10ms,128B,11,17731,7.2190
payload_scaling,QUIC,10ms,128B,12,178687,0.7163
payload_scaling,QUIC,10ms,128B,13,17353,7.3762
payload_scaling,QUIC,10ms,128B,14,13448,9.5181
payload_scaling,QUIC,10ms,128B,15,13318,9.6111
payload_scaling,QUIC,10ms,128B,16,13347,9.5902
payload_scaling,QUIC,10ms,128B,17,13296,9.6270
payload_scaling,QUIC,10ms,128B,18,128885,0.9931
payload_scaling,QUIC,10ms,128B,19,17820,7.1829
payload_scaling,QUIC,10ms,128B,20,13250,9.6604
payload_scaling,QUIC,10ms,128B,21,14449,8.8587
payload_scaling,QUIC,10ms,128B,22,13045,9.8122
payload_scaling,QUIC,10ms,128B,23,13092,9.7770
payload_scaling,QUIC,10ms,128B,24,14165,9.0364
payload_scaling,QUIC,10ms,128B,25,125114,1.0231
payload_scaling,QUIC,10ms,128B,26,16044,7.9781
payload_scaling,QUIC,10ms,128B,27,13416,9.5408
payload_scaling,QUIC,10ms,128B,28,13120,9.7561
payload_scaling,QUIC,10ms,128B,29,13280,9.6386
payload_scaling,QUIC,10ms,128B,30,13185,9.7080
payload_scaling,QUIC,10ms,128B,31,124544,1.0277
payload_scaling,QUIC,10ms,128B,32,18055,7.0894
payload_scaling,QUIC,10ms,128B,33,14207,9.0096
payload_scaling,QUIC,10ms,128B,34,13321,9.6089
payload_scaling,QUIC,10ms,128B,35,18883,6.7786
payload_scaling,QUIC,10ms,128B,36,13160,9.7264
payload_scaling,QUIC,10ms,128B,37,108275,1.1822
payload_scaling,QUIC,10ms,128B,38,19752,6.4804
payload_scaling,QUIC,10ms,128B,39,13299,9.6248
payload_scaling,QUIC,10ms,128B,40,13313,9.6147
payload_scaling,QUIC,10ms,128B,41,18718,6.8383
payload_scaling,QUIC,10ms,128B,42,13183,9.7095
payload_scaling,QUIC,10ms,128B,43,13557,9.4416
payload_scaling,QUIC,10ms,128B,44,121108,1.0569
payload_scaling,QUIC,10ms,128B,45,15450,8.2848
payload_scaling,QUIC,10ms,128B,46,13413,9.5430
payload_scaling,QUIC,10ms,128B,47,14463,8.8502
payload_scaling,QUIC,10ms,128B,48,13574,9.4298
payload_scaling,QUIC,10ms,128B,49,13718,9.3308
payload_scaling,QUIC,10ms,128B,50,111527,1.1477
payload_scaling,QUIC,10ms,1KB,1,741621,1.3808
payload_scaling,QUIC,10ms,1KB,2,186007,5.5052
payload_scaling,QUIC,10ms,1KB,3,120005,8.5330
payload_scaling,QUIC,10ms,1KB,4,109030,9.3919
payload_scaling,QUIC,10ms,1KB,5,111287,9.2014
payload_scaling,QUIC,10ms,1KB,6,171228,5.9803
payload_scaling,QUIC,10ms,1KB,7,149408,6.8537
payload_scaling,QUIC,10ms,1KB,8,262369,3.9029
payload_scaling,QUIC,10ms,1KB,9,119108,8.5972
payload_scaling,QUIC,10ms,1KB,10,177457,5.7704
payload_scaling,QUIC,10ms,1KB,11,93307,10.9745
payload_scaling,QUIC,10ms,1KB,12,124247,8.2416
payload_scaling,QUIC,10ms,1KB,13,68878,14.8669
payload_scaling,QUIC,10ms,1KB,14,134455,7.6159
payload_scaling,QUIC,10ms,1KB,15,30418,33.6643
payload_scaling,QUIC,10ms,1KB,16,483717,2.1169
payload_scaling,QUIC,10ms,1KB,17,137199,7.4636
payload_scaling,QUIC,10ms,1KB,18,32815,31.2052
payload_scaling,QUIC,10ms,1KB,19,1400761,0.7310
payload_scaling,QUIC,10ms,1KB,20,93870,10.9087
payload_scaling,QUIC,10ms,1KB,21,31302282,0.0327
payload_scaling,QUIC,10ms,1KB,22,85619,11.9600
payload_scaling,QUIC,10ms,1KB,23,127309,8.0434
payload_scaling,QUIC,10ms,1KB,24,859224,1.1918
payload_scaling,QUIC,10ms,1KB,25,110494,9.2675
payload_scaling,QUIC,10ms,1KB,26,208230,4.9176
payload_scaling,QUIC,10ms,1KB,27,190642,5.3713
payload_scaling,QUIC,10ms,1KB,28,288168,3.5535
payload_scaling,QUIC,10ms,1KB,29,441235,2.3208
payload_scaling,QUIC,10ms,1KB,30,113414,9.0289
payload_scaling,QUIC,10ms,1KB,31,97990,10.4500
payload_scaling,QUIC,10ms,1KB,32,235705,4.3444
payload_scaling,QUIC,10ms,1KB,33,124584,8.2194
payload_scaling,QUIC,10ms,1KB,34,76450,13.3944
payload_scaling,QUIC,10ms,1KB,35,60430,16.9452
payload_scaling,QUIC,10ms,1KB,36,103748,9.8701
payload_scaling,QUIC,10ms,1KB,37,30617,33.4455
payload_scaling,QUIC,10ms,1KB,38,105996,9.6607
payload_scaling,QUIC,10ms,1KB,39,78048,13.1201
payload_scaling,QUIC,10ms,1KB,40,60329,16.9736
payload_scaling,QUIC,10ms,1KB,41,144115,7.1054
payload_scaling,QUIC,10ms,1KB,42,1974050,0.5187
payload_scaling,QUIC,10ms,1KB,43,258037,3.9684
payload_scaling,QUIC,10ms,1KB,44,101906,10.0485
payload_scaling,QUIC,10ms,1KB,45,30441,33.6388
payload_scaling,QUIC,10ms,1KB,46,81972,12.4921
payload_scaling,QUIC,10ms,1KB,47,223066,4.5906
payload_scaling,QUIC,10ms,1KB,48,208400,4.9136
payload_scaling,QUIC,10ms,1KB,49,222670,4.5987
payload_scaling,QUIC,10ms,1KB,50,313876,3.2624
payload_scaling,QUIC,10ms,16KB,1,5738717,2.8550
payload_scaling,QUIC,10ms,16KB,2,9044838,1.8114
payload_scaling,QUIC,10ms,16KB,3,5025536,3.2601
payload_scaling,QUIC,10ms,16KB,4,5311092,3.0849
payload_scaling,QUIC,10ms,16KB,5,8473641,1.9335
payload_scaling,QUIC,10ms,16KB,6,6093513,2.6888
payload_scaling,QUIC,10ms,16KB,7,4438902,3.6910
payload_scaling,QUIC,10ms,16KB,8,6510086,2.5167
payload_scaling,QUIC,10ms,16KB,9,6510434,2.5166
payload_scaling,QUIC,10ms,16KB,10,5738491,2.8551
payload_scaling,QUIC,10ms,16KB,11,4100367,3.9957
payload_scaling,QUIC,10ms,16KB,12,5133680,3.1915
payload_scaling,QUIC,10ms,16KB,13,6564303,2.4959
payload_scaling,QUIC,10ms,16KB,14,5919059,2.7680
payload_scaling,QUIC,10ms,16KB,15,5987631,2.7363
payload_scaling,QUIC,10ms,16KB,16,4027152,4.0684
payload_scaling,QUIC,10ms,16KB,17,5884021,2.7845
payload_scaling,QUIC,10ms,16KB,18,4291045,3.8182
payload_scaling,QUIC,10ms,16KB,19,5828433,2.8110
payload_scaling,QUIC,10ms,16KB,20,5651959,2.8988
payload_scaling,QUIC,10ms,16KB,21,5953005,2.7522
payload_scaling,QUIC,10ms,16KB,22,4178896,3.9207
payload_scaling,QUIC,10ms,16KB,23,5798078,2.8258
payload_scaling,QUIC,10ms,16KB,24,4222409,3.8802
payload_scaling,QUIC,10ms,16KB,25,5902412,2.7758
payload_scaling,QUIC,10ms,16KB,26,4355674,3.7615
payload_scaling,QUIC,10ms,16KB,27,4255283,3.8503
payload_scaling,QUIC,10ms,16KB,28,4452367,3.6798
payload_scaling,QUIC,10ms,16KB,29,4989439,3.2837
payload_scaling,QUIC,10ms,16KB,30,5121863,3.1988
payload_scaling,QUIC,10ms,16KB,31,6449093,2.5405
payload_scaling,QUIC,10ms,16KB,32,6618641,2.4754
payload_scaling,QUIC,10ms,16KB,33,6327185,2.5895
payload_scaling,QUIC,10ms,16KB,34,4739205,3.4571
payload_scaling,QUIC,10ms,16KB,35,3608909,4.5399
payload_scaling,QUIC,10ms,16KB,36,6825329,2.4005
payload_scaling,QUIC,10ms,16KB,37,5272752,3.1073
payload_scaling,QUIC,10ms,16KB,38,3996157,4.0999
payload_scaling,QUIC,10ms,16KB,39,6933186,2.3631
payload_scaling,QUIC,10ms,16KB,40,6484448,2.5267
payload_scaling,QUIC,10ms,16KB,41,3961952,4.1353
payload_scaling,QUIC,10ms,16KB,42,4095516,4.0005
payload_scaling,QUIC,10ms,16KB,43,4513571,3.6299
payload_scaling,QUIC,10ms,16KB,44,3971807,4.1251
payload_scaling,QUIC,10ms,16KB,45,6320219,2.5923
payload_scaling,QUIC,10ms,16KB,46,5569268,2.9419
payload_scaling,QUIC,10ms,16KB,47,4306099,3.8048
payload_scaling,QUIC,10ms,16KB,48,4122093,3.9747
payload_scaling,QUIC,10ms,16KB,49,5043045,3.2488
payload_scaling,QUIC,10ms,16KB,50,3723289,4.4004
payload_scaling,QUIC,10ms,64KB,1,37500551,1.7476
payload_scaling,QUIC,10ms,64KB,2,34397132,1.9053
payload_scaling,QUIC,10ms,64KB,3,34248570,1.9135
payload_scaling,QUIC,10ms,64KB,4,40765115,1.6076
payload_scaling,QUIC,10ms,64KB,5,35255034,1.8589
payload_scaling,QUIC,10ms,64KB,6,37710876,1.7379
payload_scaling,QUIC,10ms,64KB,7,42874719,1.5285
payload_scaling,QUIC,10ms,64KB,8,38433199,1.7052
payload_scaling,QUIC,10ms,64KB,9,34991911,1.8729
payload_scaling,QUIC,10ms,64KB,10,34494956,1.8999
payload_scaling,QUIC,10ms,64KB,11,33342526,1.9655
payload_scaling,QUIC,10ms,64KB,12,33956942,1.9300
payload_scaling,QUIC,10ms,64KB,13,35784969,1.8314
payload_scaling,QUIC,10ms,64KB,14,35364944,1.8531
payload_scaling,QUIC,10ms,64KB,15,34151977,1.9190
payload_scaling,QUIC,10ms,64KB,16,35539672,1.8440
payload_scaling,QUIC,10ms,64KB,17,35405859,1.8510
payload_scaling,QUIC,10ms,64KB,18,39170722,1.6731
payload_scaling,QUIC,10ms,64KB,19,33825308,1.9375
payload_scaling,QUIC,10ms,64KB,20,37374283,1.7535
payload_scaling,QUIC,10ms,64KB,21,34404347,1.9049
payload_scaling,QUIC,10ms,64KB,22,35341888,1.8543
payload_scaling,QUIC,10ms,64KB,23,37843800,1.7317
payload_scaling,QUIC,10ms,64KB,24,33898971,1.9333
payload_scaling,QUIC,10ms,64KB,25,36895487,1.7763
payload_scaling,QUIC,10ms,64KB,26,40684920,1.6108
payload_scaling,QUIC,10ms,64KB,27,39613881,1.6544
payload_scaling,QUIC,10ms,64KB,28,32877187,1.9934
payload_scaling,QUIC,10ms,64KB,29,40535747,1.6167
payload_scaling,QUIC,10ms,64KB,30,39199727,1.6718
payload_scaling,QUIC,10ms,64KB,31,36207525,1.8100
payload_scaling,QUIC,10ms,64KB,32,44184117,1.4832
payload_scaling,QUIC,10ms,64KB,33,40876421,1.6033
payload_scaling,QUIC,10ms,64KB,34,36791038,1.7813
payload_scaling,QUIC,10ms,64KB,35,40264442,1.6276
payload_scaling,QUIC,10ms,64KB,36,43860442,1.4942
payload_scaling,QUIC,10ms,64KB,37,47440198,1.3814
payload_scaling,QUIC,10ms,64KB,38,41828181,1.5668
payload_scaling,QUIC,10ms,64KB,39,37082904,1.7673
payload_scaling,QUIC,10ms,64KB,40,42030653,1.5592
payload_scaling,QUIC,10ms,64KB,41,40251643,1.6282
payload_scaling,QUIC,10ms,64KB,42,39118845,1.6753
payload_scaling,QUIC,10ms,64KB,43,36369929,1.8019
payload_scaling,QUIC,10ms,64KB,44,39147109,1.6741
payload_scaling,QUIC,10ms,64KB,45,33795676,1.9392
payload_scaling,QUIC,10ms,64KB,46,41088506,1.5950
payload_scaling,QUIC,10ms,64KB,47,34305531,1.9104
payload_scaling,QUIC,10ms,64KB,48,33286313,1.9689
payload_scaling,QUIC,10ms,64KB,49,45593290,1.4374
payload_scaling,QUIC,10ms,64KB,50,45710492,1.4337
