benchmark,transport,scenario,nodes,sample,value_ns
steady_state_consensus,TCP,10pct_loss,4,21,50723241
steady_state_consensus,TCP,10pct_loss,4,22,84531528
steady_state_consensus,TCP,10pct_loss,4,23,91735763
steady_state_consensus,TCP,10pct_loss,4,24,52789373
steady_state_consensus,TCP,10pct_loss,4,25,290205807
steady_state_consensus,TCP,10pct_loss,4,26,47157084
steady_state_consensus,TCP,10pct_loss,4,27,70672036
steady_state_consensus,TCP,10pct_loss,4,28,80810907
steady_state_consensus,TCP,10pct_loss,4,29,80776269
steady_state_consensus,TCP,10pct_loss,4,30,60859602
steady_state_consensus,TCP,10pct_loss,4,31,308863681
steady_state_consensus,TCP,10pct_loss,4,32,109925438
steady_state_consensus,TCP,10pct_loss,4,33,60959860
steady_state_consensus,TCP,10pct_loss,4,34,50913744
steady_state_consensus,TCP,10pct_loss,4,35,104762047
steady_state_consensus,TCP,10pct_loss,4,36,60892737
steady_state_consensus,TCP,10pct_loss,4,37,61111824
steady_state_consensus,TCP,10pct_loss,4,38,60813009
steady_state_consensus,TCP,10pct_loss,4,39,297815721
steady_state_consensus,TCP,10pct_loss,4,40,51231150
steady_state_consensus,TCP,10pct_loss,4,41,63881149
steady_state_consensus,TCP,10pct_loss,4,42,81105164
steady_state_consensus,TCP,10pct_loss,4,43,304389684
steady_state_consensus,TCP,10pct_loss,4,44,539110487
steady_state_consensus,TCP,10pct_loss,4,45,109061208
steady_state_consensus,TCP,10pct_loss,4,46,704122603
steady_state_consensus,TCP,10pct_loss,4,47,60532303
steady_state_consensus,TCP,10pct_loss,4,48,142887767
steady_state_consensus,TCP,10pct_loss,4,49,71402647
steady_state_consensus,TCP,10pct_loss,4,50,60872315
steady_state_consensus,QUIC,10pct_loss,4,1,39493086
steady_state_consensus,QUIC,10pct_loss,4,2,41502352
steady_state_consensus,QUIC,10pct_loss,4,3,103248685
steady_state_consensus,QUIC,10pct_loss,4,4,54809243
steady_state_consensus,QUIC,10pct_loss,4,5,42024291
steady_state_consensus,QUIC,10pct_loss,4,6,87573088
steady_state_consensus,QUIC,10pct_loss,4,7,71927565
steady_state_consensus,QUIC,10pct_loss,4,8,61626301
steady_state_consensus,QUIC,10pct_loss,4,9,31178218
steady_state_consensus,QUIC,10pct_loss,4,10,51159492
steady_state_consensus,QUIC,10pct_loss,4,11,79019994
steady_state_consensus,QUIC,10pct_loss,4,12,31738614
steady_state_consensus,QUIC,10pct_loss,4,13,51960634
steady_state_consensus,QUIC,10pct_loss,4,14,78825026
steady_state_consensus,QUIC,10pct_loss,4,15,62137531
steady_state_consensus,QUIC,10pct_loss,4,16,31673704
steady_state_consensus,QUIC,10pct_loss,4,17,74529660
steady_state_consensus,QUIC,10pct_loss,4,18,51259332
steady_state_consensus,QUIC,10pct_loss,4,19,62020218
steady_state_consensus,QUIC,10pct_loss,4,20,55162182
steady_state_consensus,QUIC,10pct_loss,4,21,79748457
steady_state_consensus,QUIC,10pct_loss,4,22,32084922
steady_state_consensus,QUIC,10pct_loss,4,23,100565102
steady_state_consensus,QUIC,10pct_loss,4,24,79083283
steady_state_consensus,QUIC,10pct_loss,4,25,80083166
steady_state_consensus,QUIC,10pct_loss,4,26,79261005
steady_state_consensus,QUIC,10pct_loss,4,27,31275332
steady_state_consensus,QUIC,10pct_loss,4,28,31259377
steady_state_consensus,QUIC,10pct_loss,4,29,31461534
steady_state_consensus,QUIC,10pct_loss,4,30,98527770
steady_state_consensus,QUIC,10pct_loss,4,31,31455027
steady_state_consensus,QUIC,10pct_loss,4,32,79528277
steady_state_consensus,QUIC,10pct_loss,4,33,80704740
steady_state_consensus,QUIC,10pct_loss,4,34,31157609
steady_state_consensus,QUIC,10pct_loss,4,35,51921758
steady_state_consensus,QUIC,10pct_loss,4,36,51831043
steady_state_consensus,QUIC,10pct_loss,4,37,52398247
steady_state_consensus,QUIC,10pct_loss,4,38,32366776
steady_state_consensus,QUIC,10pct_loss,4,39,51578794
steady_state_consensus,QUIC,10pct_loss,4,40,51528497
steady_state_consensus,QUIC,10pct_loss,4,41,31074790
steady_state_consensus,QUIC,10pct_loss,4,42,51429680
steady_state_consensus,QUIC,10pct_loss,4,43,34285484
steady_state_consensus,QUIC,10pct_loss,4,44,31147944
steady_state_consensus,QUIC,10pct_loss,4,45,33678584
steady_state_consensus,QUIC,10pct_loss,4,46,31119784
steady_state_consensus,QUIC,10pct_loss,4,47,31305604
steady_state_consensus,QUIC,10pct_loss,4,48,41580077
steady_state_consensus,QUIC,10pct_loss,4,49,31542472
steady_state_consensus,QUIC,10pct_loss,4,50,43825270
steady_state_consensus,TCP,wan,4,1,119860450
steady_state_consensus,TCP,wan,4,2,116970448
steady_state_consensus,TCP,wan,4,3,198152989
steady_state_consensus,TCP,wan,4,4,118323168
steady_state_consensus,TCP,wan,4,5,118978660
steady_state_consensus,TCP,wan,4,6,119929107
steady_state_consensus,TCP,wan,4,7,117401217
steady_state_consensus,TCP,wan,4,8,118185002
steady_state_consensus,TCP,wan,4,9,117836771
steady_state_consensus,TCP,wan,4,10,119143909
steady_state_consensus,TCP,wan,4,11,117947626
steady_state_consensus,TCP,wan,4,12,114713284
steady_state_consensus,TCP,wan,4,13,117330197
steady_state_consensus,TCP,wan,4,14,117272325
steady_state_consensus,TCP,wan,4,15,118628563
steady_state_consensus,TCP,wan,4,16,115754048
steady_state_consensus,TCP,wan,4,17,120463580
steady_state_consensus,TCP,wan,4,18,116810096
steady_state_consensus,TCP,wan,4,19,121039618
steady_state_consensus,TCP,wan,4,20,121682979
steady_state_consensus,TCP,wan,4,21,112624965
steady_state_consensus,TCP,wan,4,22,116876246
steady_state_consensus,TCP,wan,4,23,121215848
steady_state_consensus,TCP,wan,4,24,117835311
steady_state_consensus,TCP,wan,4,25,119497677
steady_state_consensus,TCP,wan,4,26,160608693
steady_state_consensus,TCP,wan,4,27,118362063
steady_state_consensus,TCP,wan,4,28,120279629
steady_state_consensus,TCP,wan,4,29,119141467
steady_state_consensus,TCP,wan,4,30,115599481
steady_state_consensus,TCP,wan,4,31,116628385
steady_state_consensus,TCP,wan,4,32,120210942
steady_state_consensus,TCP,wan,4,33,112500049
steady_state_consensus,TCP,wan,4,34,117034294
steady_state_consensus,TCP,wan,4,35,117944105
steady_state_consensus,TCP,wan,4,36,117787305
steady_state_consensus,TCP,wan,4,37,116754851
steady_state_consensus,TCP,wan,4,38,119960274
steady_state_consensus,TCP,wan,4,39,120130756
steady_state_consensus,TCP,wan,4,40,117747218
steady_state_consensus,TCP,wan,4,41,118751206
steady_state_consensus,TCP,wan,4,42,120783445
steady_state_consensus,TCP,wan,4,43,116504820
steady_state_consensus,TCP,wan,4,44,117624174
steady_state_consensus,TCP,wan,4,45,118320445
steady_state_consensus,TCP,wan,4,46,116296768
steady_state_consensus,TCP,wan,4,47,120349341
steady_state_consensus,TCP,wan,4,48,119773157
steady_state_consensus,TCP,wan,4,49,114094993
steady_state_consensus,TCP,wan,4,50,155519262
steady_state_consensus,QUIC,wan,4,1,115228429
steady_state_consensus,QUIC,wan,4,2,115197327
steady_state_consensus,QUIC,wan,4,3,117502598
steady_state_consensus,QUIC,wan,4,4,117158778
steady_state_consensus,QUIC,wan,4,5,112455772
steady_state_consensus,QUIC,wan,4,6,104559515
steady_state_consensus,QUIC,wan,4,7,119355395
steady_state_consensus,QUIC,wan,4,8,104532413
steady_state_consensus,QUIC,wan,4,9,105346571
steady_state_consensus,QUIC,wan,4,10,114056997
steady_state_consensus,QUIC,wan,4,11,108520422
steady_state_consensus,QUIC,wan,4,12,138385698
steady_state_consensus,QUIC,wan,4,13,114777434
steady_state_consensus,QUIC,wan,4,14,107031969
steady_state_consensus,QUIC,wan,4,15,104061971
steady_state_consensus,QUIC,wan,4,16,107792389
steady_state_consensus,QUIC,wan,4,17,100100899
steady_state_consensus,QUIC,wan,4,18,104990996
steady_state_consensus,QUIC,wan,4,19,114854237
steady_state_consensus,QUIC,wan,4,20,105408563
steady_state_consensus,QUIC,wan,4,21,104132139
steady_state_consensus,QUIC,wan,4,22,114678818
steady_state_consensus,QUIC,wan,4,23,103498349
steady_state_consensus,QUIC,wan,4,24,103936565
steady_state_consensus,QUIC,wan,4,25,104695295
steady_state_consensus,QUIC,wan,4,26,112085638
steady_state_consensus,QUIC,wan,4,27,100892345
steady_state_consensus,QUIC,wan,4,28,109965511
steady_state_consensus,QUIC,wan,4,29,100767163
steady_state_consensus,QUIC,wan,4,30,113606490
steady_state_consensus,QUIC,wan,4,31,105718359
steady_state_consensus,QUIC,wan,4,32,107281322
steady_state_consensus,QUIC,wan,4,33,110033280
steady_state_consensus,QUIC,wan,4,34,111806250
steady_state_consensus,QUIC,wan,4,35,100934410
steady_state_consensus,QUIC,wan,4,36,117731537
steady_state_consensus,QUIC,wan,4,37,102232391
steady_state_consensus,QUIC,wan,4,38,114548708
steady_state_consensus,QUIC,wan,4,39,112599349
steady_state_consensus,QUIC,wan,4,40,111456334
steady_state_consensus,QUIC,wan,4,41,109561602
steady_state_consensus,QUIC,wan,4,42,104813722
steady_state_consensus,QUIC,wan,4,43,110006342
steady_state_consensus,QUIC,wan,4,44,113135018
steady_state_consensus,QUIC,wan,4,45,105497912
steady_state_consensus,QUIC,wan,4,46,104389917
steady_state_consensus,QUIC,wan,4,47,115992034
steady_state_consensus,QUIC,wan,4,48,108342416
steady_state_consensus,QUIC,wan,4,49,109533856
steady_state_consensus,QUIC,wan,4,50,115705121
steady_state_consensus,TCP,harsh,4,1,193879734
steady_state_consensus,TCP,harsh,4,2,203102697
steady_state_consensus,TCP,harsh,4,3,210385819
steady_state_consensus,TCP,harsh,4,4,208509010
steady_state_consensus,TCP,harsh,4,5,307654908
steady_state_consensus,TCP,harsh,4,6,206335398
steady_state_consensus,TCP,harsh,4,7,273481433
steady_state_consensus,TCP,harsh,4,8,275677367
steady_state_consensus,TCP,harsh,4,9,348446789
steady_state_consensus,TCP,harsh,4,10,243076786
steady_state_consensus,TCP,harsh,4,11,341577960
steady_state_consensus,TCP,harsh,4,12,236428801
steady_state_consensus,TCP,harsh,4,13,393147643
steady_state_consensus,TCP,harsh,4,14,211338057
steady_state_consensus,TCP,harsh,4,15,268990674
steady_state_consensus,TCP,harsh,4,16,329926121
steady_state_consensus,TCP,harsh,4,17,198529829
steady_state_consensus,TCP,harsh,4,18,305332463
steady_state_consensus,TCP,harsh,4,19,308678748
steady_state_consensus,TCP,harsh,4,20,239714690
steady_state_consensus,TCP,harsh,4,21,266235868
steady_state_consensus,TCP,harsh,4,22,240817660
steady_state_consensus,TCP,harsh,4,23,242469770
steady_state_consensus,TCP,harsh,4,24,232574617
steady_state_consensus,TCP,harsh,4,25,328568158
steady_state_consensus,TCP,harsh,4,26,756904260
steady_state_consensus,TCP,harsh,4,27,729561450
steady_state_consensus,TCP,harsh,4,28,374754812
steady_state_consensus,TCP,harsh,4,29,339642929
steady_state_consensus,TCP,harsh,4,30,274552732
steady_state_consensus,TCP,harsh,4,31,336937786
steady_state_consensus,TCP,harsh,4,32,316037116
steady_state_consensus,TCP,harsh,4,33,282518399
steady_state_consensus,TCP,harsh,4,34,376614559
steady_state_consensus,TCP,harsh,4,35,262655579
steady_state_consensus,TCP,harsh,4,36,276351912
steady_state_consensus,TCP,harsh,4,37,311704303
steady_state_consensus,TCP,harsh,4,38,206872918
steady_state_consensus,TCP,harsh,4,39,338425938
steady_state_consensus,TCP,harsh,4,40,240218144
steady_state_consensus,TCP,harsh,4,41,217933622
steady_state_consensus,TCP,harsh,4,42,338357742
steady_state_consensus,TCP,harsh,4,43,211083126
steady_state_consensus,TCP,harsh,4,44,446330274
steady_state_consensus,TCP,harsh,4,45,231067372
steady_state_consensus,TCP,harsh,4,46,268058752
steady_state_consensus,TCP,harsh,4,47,223147640
steady_state_consensus,TCP,harsh,4,48,199842995
steady_state_consensus,TCP,harsh,4,49,277841362
steady_state_consensus,TCP,harsh,4,50,298099255
steady_state_consensus,QUIC,harsh,4,1,201088225
steady_state_consensus,QUIC,harsh,4,2,205754608
steady_state_consensus,QUIC,harsh,4,3,214344494
steady_state_consensus,QUIC,harsh,4,4,304148718
steady_state_consensus,QUIC,harsh,4,5,207502685
steady_state_consensus,QUIC,harsh,4,6,312505063
steady_state_consensus,QUIC,harsh,4,7,201288005
steady_state_consensus,QUIC,harsh,4,8,207846977
steady_state_consensus,QUIC,harsh,4,9,304691567
steady_state_consensus,QUIC,harsh,4,10,330026508
steady_state_consensus,QUIC,harsh,4,11,155024500
steady_state_consensus,QUIC,harsh,4,12,160910346
steady_state_consensus,QUIC,harsh,4,13,189748874
steady_state_consensus,QUIC,harsh,4,14,318214524
steady_state_consensus,QUIC,harsh,4,15,173933957
steady_state_consensus,QUIC,harsh,4,16,203780290
steady_state_consensus,QUIC,harsh,4,17,185161604
steady_state_consensus,QUIC,harsh,4,18,197570698
steady_state_consensus,QUIC,harsh,4,19,200177558
steady_state_consensus,QUIC,harsh,4,20,210183521
steady_state_consensus,QUIC,harsh,4,21,176264321
steady_state_consensus,QUIC,harsh,4,22,183072481
steady_state_consensus,QUIC,harsh,4,23,213742881
steady_state_consensus,QUIC,harsh,4,24,218493813
steady_state_consensus,QUIC,harsh,4,25,204577018
steady_state_consensus,QUIC,harsh,4,26,186229600
steady_state_consensus,QUIC,harsh,4,27,284114675
steady_state_consensus,QUIC,harsh,4,28,195080140
steady_state_consensus,QUIC,harsh,4,29,200600647
steady_state_consensus,QUIC,harsh,4,30,196011867
steady_state_consensus,QUIC,harsh,4,31,205529775
steady_state_consensus,QUIC,harsh,4,32,342792266
steady_state_consensus,QUIC,harsh,4,33,196198931
steady_state_consensus,QUIC,harsh,4,34,195368910
steady_state_consensus,QUIC,harsh,4,35,196865435
steady_state_consensus,QUIC,harsh,4,36,189966781
steady_state_consensus,QUIC,harsh,4,37,172426257
steady_state_consensus,QUIC,harsh,4,38,190521965
steady_state_consensus,QUIC,harsh,4,39,377519489
steady_state_consensus,QUIC,harsh,4,40,355801090
steady_state_consensus,QUIC,harsh,4,41,349427610
steady_state_consensus,QUIC,harsh,4,42,287110526
steady_state_consensus,QUIC,harsh,4,43,207314977
steady_state_consensus,QUIC,harsh,4,44,192500982
steady_state_consensus,QUIC,harsh,4,45,178165969
steady_state_consensus,QUIC,harsh,4,46,175119904
steady_state_consensus,QUIC,harsh,4,47,185516840
steady_state_consensus,QUIC,harsh,4,48,278494835
steady_state_consensus,QUIC,harsh,4,49,198847539
steady_state_consensus,QUIC,harsh,4,50,209364305
