benchmark,transport,scenario,nodes,sample,value_ns
steady_state_consensus,QUIC,1pct_loss,4,22,31142809
steady_state_consensus,QUIC,1pct_loss,4,23,31086824
steady_state_consensus,QUIC,1pct_loss,4,24,31259677
steady_state_consensus,QUIC,1pct_loss,4,25,31549830
steady_state_consensus,QUIC,1pct_loss,4,26,31469111
steady_state_consensus,QUIC,1pct_loss,4,27,31442928
steady_state_consensus,QUIC,1pct_loss,4,28,31275942
steady_state_consensus,QUIC,1pct_loss,4,29,31710672
steady_state_consensus,QUIC,1pct_loss,4,30,31392157
steady_state_consensus,QUIC,1pct_loss,4,31,31502122
steady_state_consensus,QUIC,1pct_loss,4,32,31310433
steady_state_consensus,QUIC,1pct_loss,4,33,31205344
steady_state_consensus,QUIC,1pct_loss,4,34,31178672
steady_state_consensus,QUIC,1pct_loss,4,35,30998194
steady_state_consensus,QUIC,1pct_loss,4,36,33129254
steady_state_consensus,QUIC,1pct_loss,4,37,31126757
steady_state_consensus,QUIC,1pct_loss,4,38,31069305
steady_state_consensus,QUIC,1pct_loss,4,39,31519000
steady_state_consensus,QUIC,1pct_loss,4,40,31618107
steady_state_consensus,QUIC,1pct_loss,4,41,31495914
steady_state_consensus,QUIC,1pct_loss,4,42,31597529
steady_state_consensus,QUIC,1pct_loss,4,43,31585882
steady_state_consensus,QUIC,1pct_loss,4,44,31578032
steady_state_consensus,QUIC,1pct_loss,4,45,32091911
steady_state_consensus,QUIC,1pct_loss,4,46,31541711
steady_state_consensus,QUIC,1pct_loss,4,47,31134514
steady_state_consensus,QUIC,1pct_loss,4,48,31127486
steady_state_consensus,QUIC,1pct_loss,4,49,31105339
steady_state_consensus,QUIC,1pct_loss,4,50,31111336
steady_state_consensus,TCP,5pct_loss,4,1,41506700
steady_state_consensus,TCP,5pct_loss,4,2,41517615
steady_state_consensus,TCP,5pct_loss,4,3,51087731
steady_state_consensus,TCP,5pct_loss,4,4,41215333
steady_state_consensus,TCP,5pct_loss,4,5,31100997
steady_state_consensus,TCP,5pct_loss,4,6,50929841
steady_state_consensus,TCP,5pct_loss,4,7,71075884
steady_state_consensus,TCP,5pct_loss,4,8,80862738
steady_state_consensus,TCP,5pct_loss,4,9,222242364
steady_state_consensus,TCP,5pct_loss,4,10,40912945
steady_state_consensus,TCP,5pct_loss,4,11,41226939
steady_state_consensus,TCP,5pct_loss,4,12,41001631
steady_state_consensus,TCP,5pct_loss,4,13,259193737
steady_state_consensus,TCP,5pct_loss,4,14,40822073
steady_state_consensus,TCP,5pct_loss,4,15,60416741
steady_state_consensus,TCP,5pct_loss,4,16,50557313
steady_state_consensus,TCP,5pct_loss,4,17,70703025
steady_state_consensus,TCP,5pct_loss,4,18,50886956
steady_state_consensus,TCP,5pct_loss,4,19,285022563
steady_state_consensus,TCP,5pct_loss,4,20,60710991
steady_state_consensus,TCP,5pct_loss,4,21,49544735
steady_state_consensus,TCP,5pct_loss,4,22,30980527
steady_state_consensus,TCP,5pct_loss,4,23,287116134
steady_state_consensus,TCP,5pct_loss,4,24,51038631
steady_state_consensus,TCP,5pct_loss,4,25,40021797
steady_state_consensus,TCP,5pct_loss,4,26,36777406
steady_state_consensus,TCP,5pct_loss,4,27,40388444
steady_state_consensus,TCP,5pct_loss,4,28,40503083
steady_state_consensus,TCP,5pct_loss,4,29,40521980
steady_state_consensus,TCP,5pct_loss,4,30,43379338
steady_state_consensus,TCP,5pct_loss,4,31,290775252
steady_state_consensus,TCP,5pct_loss,4,32,55015216
steady_state_consensus,TCP,5pct_loss,4,33,45983003
steady_state_consensus,TCP,5pct_loss,4,34,80825516
steady_state_consensus,TCP,5pct_loss,4,35,60560516
steady_state_consensus,TCP,5pct_loss,4,36,30938306
steady_state_consensus,TCP,5pct_loss,4,37,60711756
steady_state_consensus,TCP,5pct_loss,4,38,60293220
steady_state_consensus,TCP,5pct_loss,4,39,40646350
steady_state_consensus,TCP,5pct_loss,4,40,70572986
steady_state_consensus,TCP,5pct_loss,4,41,86501879
steady_state_consensus,TCP,5pct_loss,4,42,234139922
steady_state_consensus,TCP,5pct_loss,4,43,40974221
steady_state_consensus,TCP,5pct_loss,4,44,40367198
steady_state_consensus,TCP,5pct_loss,4,45,61199156
steady_state_consensus,TCP,5pct_loss,4,46,40932690
steady_state_consensus,TCP,5pct_loss,4,47,136637135
steady_state_consensus,TCP,5pct_loss,4,48,193138171
steady_state_consensus,TCP,5pct_loss,4,49,41063850
steady_state_consensus,TCP,5pct_loss,4,50,52544406
steady_state_consensus,QUIC,5pct_loss,4,1,31807309
steady_state_consensus,QUIC,5pct_loss,4,2,31225144
steady_state_consensus,QUIC,5pct_loss,4,3,102444645
steady_state_consensus,QUIC,5pct_loss,4,4,31122249
steady_state_consensus,QUIC,5pct_loss,4,5,30937572
steady_state_consensus,QUIC,5pct_loss,4,6,116040783
steady_state_consensus,QUIC,5pct_loss,4,7,51316805
steady_state_consensus,QUIC,5pct_loss,4,8,31388307
steady_state_consensus,QUIC,5pct_loss,4,9,31457408
steady_state_consensus,QUIC,5pct_loss,4,10,51332803
steady_state_consensus,QUIC,5pct_loss,4,11,85259100
steady_state_consensus,QUIC,5pct_loss,4,12,31098408
steady_state_consensus,QUIC,5pct_loss,4,13,43478584
steady_state_consensus,QUIC,5pct_loss,4,14,31089618
steady_state_consensus,QUIC,5pct_loss,4,15,51253517
steady_state_consensus,QUIC,5pct_loss,4,16,41300823
steady_state_consensus,QUIC,5pct_loss,4,17,82064263
steady_state_consensus,QUIC,5pct_loss,4,18,31195543
steady_state_consensus,QUIC,5pct_loss,4,19,30930644
steady_state_consensus,QUIC,5pct_loss,4,20,31290135
steady_state_consensus,QUIC,5pct_loss,4,21,31216134
steady_state_consensus,QUIC,5pct_loss,4,22,30964794
steady_state_consensus,QUIC,5pct_loss,4,23,31477371
steady_state_consensus,QUIC,5pct_loss,4,24,31162903
steady_state_consensus,QUIC,5pct_loss,4,25,78766728
steady_state_consensus,QUIC,5pct_loss,4,26,31221829
steady_state_consensus,QUIC,5pct_loss,4,27,31114351
steady_state_consensus,QUIC,5pct_loss,4,28,51387016
steady_state_consensus,QUIC,5pct_loss,4,29,31326892
steady_state_consensus,QUIC,5pct_loss,4,30,31045169
steady_state_consensus,QUIC,5pct_loss,4,31,31043495
steady_state_consensus,QUIC,5pct_loss,4,32,31009166
steady_state_consensus,QUIC,5pct_loss,4,33,31458253
steady_state_consensus,QUIC,5pct_loss,4,34,31303673
steady_state_consensus,QUIC,5pct_loss,4,35,31349840
steady_state_consensus,QUIC,5pct_loss,4,36,31049962
steady_state_consensus,QUIC,5pct_loss,4,37,31090401
steady_state_consensus,QUIC,5pct_loss,4,38,30981934
steady_state_consensus,QUIC,5pct_loss,4,39,41039539
steady_state_consensus,QUIC,5pct_loss,4,40,54990821
steady_state_consensus,QUIC,5pct_loss,4,41,31167598
steady_state_consensus,QUIC,5pct_loss,4,42,79150263
steady_state_consensus,QUIC,5pct_loss,4,43,31107058
steady_state_consensus,QUIC,5pct_loss,4,44,31017940
steady_state_consensus,QUIC,5pct_loss,4,45,33676618
steady_state_consensus,QUIC,5pct_loss,4,46,30983401
steady_state_consensus,QUIC,5pct_loss,4,47,31054173
steady_state_consensus,QUIC,5pct_loss,4,48,31175947
steady_state_consensus,QUIC,5pct_loss,4,49,71723051
steady_state_consensus,QUIC,5pct_loss,4,50,33413928
steady_state_consensus,TCP,10pct_loss,4,1,61126678
steady_state_consensus,TCP,10pct_loss,4,2,40798876
steady_state_consensus,TCP,10pct_loss,4,3,50854279
steady_state_consensus,TCP,10pct_loss,4,4,30957607
steady_state_consensus,TCP,10pct_loss,4,5,274519152
steady_state_consensus,TCP,10pct_loss,4,6,51355774
steady_state_consensus,TCP,10pct_loss,4,7,104234369
steady_state_consensus,TCP,10pct_loss,4,8,200263189
steady_state_consensus,TCP,10pct_loss,4,9,81306766
steady_state_consensus,TCP,10pct_loss,4,10,40720043
steady_state_consensus,TCP,10pct_loss,4,11,59930426
steady_state_consensus,TCP,10pct_loss,4,12,910813569
steady_state_consensus,TCP,10pct_loss,4,13,40789839
steady_state_consensus,TCP,10pct_loss,4,14,310687128
steady_state_consensus,TCP,10pct_loss,4,15,286840913
steady_state_consensus,TCP,10pct_loss,4,16,40777066
steady_state_consensus,TCP,10pct_loss,4,17,51011850
steady_state_consensus,TCP,10pct_loss,4,18,60998810
steady_state_consensus,TCP,10pct_loss,4,19,54526550
steady_state_consensus,TCP,10pct_loss,4,20,244256541
