benchmark,transport,scenario,sample,value_ns
message_latency,QUIC,jitter_30ms,5,2836508
message_latency,QUIC,jitter_30ms,6,12377920
message_latency,QUIC,jitter_30ms,7,149382
message_latency,QUIC,jitter_30ms,8,133622
message_latency,QUIC,jitter_30ms,9,48621953
message_latency,QUIC,jitter_30ms,10,19951561
message_latency,QUIC,jitter_30ms,11,33861367
message_latency,QUIC,jitter_30ms,12,31233229
message_latency,QUIC,jitter_30ms,13,6826663
message_latency,QUIC,jitter_30ms,14,46956624
message_latency,QUIC,jitter_30ms,15,218239
message_latency,QUIC,jitter_30ms,16,30393234
message_latency,QUIC,jitter_30ms,17,39127384
message_latency,QUIC,jitter_30ms,18,8574051
message_latency,QUIC,jitter_30ms,19,31142810
message_latency,QUIC,jitter_30ms,20,39866765
message_latency,QUIC,jitter_30ms,21,43891356
message_latency,QUIC,jitter_30ms,22,26928018
message_latency,QUIC,jitter_30ms,23,478702
message_latency,QUIC,jitter_30ms,24,40104321
message_latency,QUIC,jitter_30ms,25,17309954
message_latency,QUIC,jitter_30ms,26,29679045
message_latency,QUIC,jitter_30ms,27,18992894
message_latency,QUIC,jitter_30ms,28,2356826
message_latency,QUIC,jitter_30ms,29,5617011
message_latency,QUIC,jitter_30ms,30,19642908
message_latency,QUIC,jitter_30ms,31,43785985
message_latency,QUIC,jitter_30ms,32,25076526
message_latency,QUIC,jitter_30ms,33,34109032
message_latency,QUIC,jitter_30ms,34,7904083
message_latency,QUIC,jitter_30ms,35,14825406
message_latency,QUIC,jitter_30ms,36,36338157
message_latency,QUIC,jitter_30ms,37,19910118
message_latency,QUIC,jitter_30ms,38,21762204
message_latency,QUIC,jitter_30ms,39,9429426
message_latency,QUIC,jitter_30ms,40,253794
message_latency,QUIC,jitter_30ms,41,35761953
message_latency,QUIC,jitter_30ms,42,4343064
message_latency,QUIC,jitter_30ms,43,178442
message_latency,QUIC,jitter_30ms,44,7642252
message_latency,QUIC,jitter_30ms,45,170334
message_latency,QUIC,jitter_30ms,46,42499939
message_latency,QUIC,jitter_30ms,47,23935409
message_latency,QUIC,jitter_30ms,48,849828
message_latency,QUIC,jitter_30ms,49,15569356
message_latency,QUIC,jitter_30ms,50,310082
message_latency,QUIC,jitter_30ms,51,46959605
message_latency,QUIC,jitter_30ms,52,44342019
message_latency,QUIC,jitter_30ms,53,20306727
message_latency,QUIC,jitter_30ms,54,3721744
message_latency,QUIC,jitter_30ms,55,14112585
message_latency,QUIC,jitter_30ms,56,15016299
message_latency,QUIC,jitter_30ms,57,49420237
message_latency,QUIC,jitter_30ms,58,46561921
message_latency,QUIC,jitter_30ms,59,40932379
message_latency,QUIC,jitter_30ms,60,31489164
message_latency,QUIC,jitter_30ms,61,49502318
message_latency,QUIC,jitter_30ms,62,321314
message_latency,QUIC,jitter_30ms,63,136424
message_latency,QUIC,jitter_30ms,64,258002
message_latency,QUIC,jitter_30ms,65,11623030
message_latency,QUIC,jitter_30ms,66,31232647
message_latency,QUIC,jitter_30ms,67,16412838
message_latency,QUIC,jitter_30ms,68,444527
message_latency,QUIC,jitter_30ms,69,361575
message_latency,QUIC,jitter_30ms,70,9494715
message_latency,QUIC,jitter_30ms,71,22414080
message_latency,QUIC,jitter_30ms,72,6717095
message_latency,QUIC,jitter_30ms,73,292268
message_latency,QUIC,jitter_30ms,74,25989222
message_latency,QUIC,jitter_30ms,75,42057488
message_latency,QUIC,jitter_30ms,76,46245090
message_latency,QUIC,jitter_30ms,77,4819366
message_latency,QUIC,jitter_30ms,78,13579796
message_latency,QUIC,jitter_30ms,79,47422155
message_latency,QUIC,jitter_30ms,80,7573739
message_latency,QUIC,jitter_30ms,81,14854003
message_latency,QUIC,jitter_30ms,82,45631882
message_latency,QUIC,jitter_30ms,83,45014363
message_latency,QUIC,jitter_30ms,84,49173916
message_latency,QUIC,jitter_30ms,85,495274
message_latency,QUIC,jitter_30ms,86,49704255
message_latency,QUIC,jitter_30ms,87,40921261
message_latency,QUIC,jitter_30ms,88,27307999
message_latency,QUIC,jitter_30ms,89,416660
message_latency,QUIC,jitter_30ms,90,45667065
message_latency,QUIC,jitter_30ms,91,45728675
message_latency,QUIC,jitter_30ms,92,15302938
message_latency,QUIC,jitter_30ms,93,48219588
message_latency,QUIC,jitter_30ms,94,38795070
message_latency,QUIC,jitter_30ms,95,17265818
message_latency,QUIC,jitter_30ms,96,390210
message_latency,QUIC,jitter_30ms,97,41527854
message_latency,QUIC,jitter_30ms,98,10774166
message_latency,QUIC,jitter_30ms,99,38066011
message_latency,QUIC,jitter_30ms,100,19834536
message_latency,TCP,1pct_loss,1,11919358
message_latency,TCP,1pct_loss,2,10334523
message_latency,TCP,1pct_loss,3,10186986
message_latency,TCP,1pct_loss,4,10166425
message_latency,TCP,1pct_loss,5,10131309
message_latency,TCP,1pct_loss,6,10081051
message_latency,TCP,1pct_loss,7,10073715
message_latency,TCP,1pct_loss,8,10140589
message_latency,TCP,1pct_loss,9,10109269
message_latency,TCP,1pct_loss,10,10176281
message_latency,TCP,1pct_loss,11,10171846
message_latency,TCP,1pct_loss,12,10134157
message_latency,TCP,1pct_loss,13,10093226
message_latency,TCP,1pct_loss,14,10086343
message_latency,TCP,1pct_loss,15,10090836
message_latency,TCP,1pct_loss,16,10112103
message_latency,TCP,1pct_loss,17,10080249
message_latency,TCP,1pct_loss,18,10092010
message_latency,TCP,1pct_loss,19,10103935
message_latency,TCP,1pct_loss,20,10129000
message_latency,TCP,1pct_loss,21,10121464
message_latency,TCP,1pct_loss,22,10099220
message_latency,TCP,1pct_loss,23,10094236
message_latency,TCP,1pct_loss,24,10105528
message_latency,TCP,1pct_loss,25,10084608
message_latency,TCP,1pct_loss,26,10100832
message_latency,TCP,1pct_loss,27,10100807
message_latency,TCP,1pct_loss,28,10126375
message_latency,TCP,1pct_loss,29,10109984
message_latency,TCP,1pct_loss,30,10094730
message_latency,TCP,1pct_loss,31,10098799
message_latency,TCP,1pct_loss,32,10098497
message_latency,TCP,1pct_loss,33,10121514
message_latency,TCP,1pct_loss,34,10134233
message_latency,TCP,1pct_loss,35,10124430
message_latency,TCP,1pct_loss,36,10091861
message_latency,TCP,1pct_loss,37,10084684
message_latency,TCP,1pct_loss,38,10145912
message_latency,TCP,1pct_loss,39,10101636
message_latency,TCP,1pct_loss,40,10099314
message_latency,TCP,1pct_loss,41,10086523
message_latency,TCP,1pct_loss,42,10084345
message_latency,TCP,1pct_loss,43,10090798
message_latency,TCP,1pct_loss,44,10084631
message_latency,TCP,1pct_loss,45,10092639
message_latency,TCP,1pct_loss,46,10088134
message_latency,TCP,1pct_loss,47,10082215
message_latency,TCP,1pct_loss,48,10113249
message_latency,TCP,1pct_loss,49,10126500
message_latency,TCP,1pct_loss,50,10155892
message_latency,TCP,1pct_loss,51,10359536
message_latency,TCP,1pct_loss,52,10110045
message_latency,TCP,1pct_loss,53,10248283
message_latency,TCP,1pct_loss,54,10203004
message_latency,TCP,1pct_loss,55,10288690
message_latency,TCP,1pct_loss,56,10123778
message_latency,TCP,1pct_loss,57,10100239
message_latency,TCP,1pct_loss,58,10111462
message_latency,TCP,1pct_loss,59,10129555
message_latency,TCP,1pct_loss,60,10110527
message_latency,TCP,1pct_loss,61,10124615
message_latency,TCP,1pct_loss,62,10093863
message_latency,TCP,1pct_loss,63,10073905
message_latency,TCP,1pct_loss,64,10090263
message_latency,TCP,1pct_loss,65,10115435
message_latency,TCP,1pct_loss,66,10089445
message_latency,TCP,1pct_loss,67,10098800
message_latency,TCP,1pct_loss,68,10113191
message_latency,TCP,1pct_loss,69,10084182
message_latency,TCP,1pct_loss,70,10081250
message_latency,TCP,1pct_loss,71,10086152
message_latency,TCP,1pct_loss,72,10071982
message_latency,TCP,1pct_loss,73,10075395
message_latency,TCP,1pct_loss,74,10076735
message_latency,TCP,1pct_loss,75,10087063
message_latency,TCP,1pct_loss,76,10090299
message_latency,TCP,1pct_loss,77,10086735
message_latency,TCP,1pct_loss,78,10083345
message_latency,TCP,1pct_loss,79,10078804
message_latency,TCP,1pct_loss,80,10073309
message_latency,TCP,1pct_loss,81,34791295
message_latency,TCP,1pct_loss,82,19994071
message_latency,TCP,1pct_loss,83,10281776
message_latency,TCP,1pct_loss,84,10202471
message_latency,TCP,1pct_loss,85,10117905
message_latency,TCP,1pct_loss,86,10078262
message_latency,TCP,1pct_loss,87,10086518
message_latency,TCP,1pct_loss,88,257172040
message_latency,TCP,1pct_loss,89,10217301
message_latency,TCP,1pct_loss,90,10202971
message_latency,TCP,1pct_loss,91,10126030
message_latency,TCP,1pct_loss,92,10109961
message_latency,TCP,1pct_loss,93,10108376
message_latency,TCP,1pct_loss,94,10160780
message_latency,TCP,1pct_loss,95,10267455
message_latency,TCP,1pct_loss,96,10160671
message_latency,TCP,1pct_loss,97,10101581
message_latency,TCP,1pct_loss,98,10116608
message_latency,TCP,1pct_loss,99,10153296
message_latency,TCP,1pct_loss,100,10182341
message_latency,QUIC,1pct_loss,1,10903280
message_latency,QUIC,1pct_loss,2,10339538
message_latency,QUIC,1pct_loss,3,10181935
message_latency,QUIC,1pct_loss,4,10224028
message_latency,QUIC,1pct_loss,5,10139644
message_latency,QUIC,1pct_loss,6,10143445
message_latency,QUIC,1pct_loss,7,10110269
message_latency,QUIC,1pct_loss,8,10365444
message_latency,QUIC,1pct_loss,9,10267730
message_latency,QUIC,1pct_loss,10,10569764
message_latency,QUIC,1pct_loss,11,10319915
message_latency,QUIC,1pct_loss,12,10226101
message_latency,QUIC,1pct_loss,13,10173531
message_latency,QUIC,1pct_loss,14,10248498
message_latency,QUIC,1pct_loss,15,10156751
message_latency,QUIC,1pct_loss,16,10208375
message_latency,QUIC,1pct_loss,17,10120914
message_latency,QUIC,1pct_loss,18,10284972
message_latency,QUIC,1pct_loss,19,10138482
message_latency,QUIC,1pct_loss,20,10502706
message_latency,QUIC,1pct_loss,21,10203874
message_latency,QUIC,1pct_loss,22,10230507
message_latency,QUIC,1pct_loss,23,10143638
message_latency,QUIC,1pct_loss,24,10209098
message_latency,QUIC,1pct_loss,25,10165152
message_latency,QUIC,1pct_loss,26,10233022
message_latency,QUIC,1pct_loss,27,10183018
message_latency,QUIC,1pct_loss,28,10515510
message_latency,QUIC,1pct_loss,29,10345251
message_latency,QUIC,1pct_loss,30,10429792
message_latency,QUIC,1pct_loss,31,10352810
message_latency,QUIC,1pct_loss,32,10652966
message_latency,QUIC,1pct_loss,33,10297609
message_latency,QUIC,1pct_loss,34,10490438
message_latency,QUIC,1pct_loss,35,10402006
message_latency,QUIC,1pct_loss,36,10448054
message_latency,QUIC,1pct_loss,37,10204642
message_latency,QUIC,1pct_loss,38,10437807
message_latency,QUIC,1pct_loss,39,10267118
message_latency,QUIC,1pct_loss,40,10504295
message_latency,QUIC,1pct_loss,41,10420117
message_latency,QUIC,1pct_loss,42,10406199
message_latency,QUIC,1pct_loss,43,10262233
message_latency,QUIC,1pct_loss,44,10456242
message_latency,QUIC,1pct_loss,45,10286397
message_latency,QUIC,1pct_loss,46,10356431
message_latency,QUIC,1pct_loss,47,10280771
message_latency,QUIC,1pct_loss,48,10330930
message_latency,QUIC,1pct_loss,49,10329501
message_latency,QUIC,1pct_loss,50,10495830
message_latency,QUIC,1pct_loss,51,10356535
message_latency,QUIC,1pct_loss,52,10412066
message_latency,QUIC,1pct_loss,53,10268232
message_latency,QUIC,1pct_loss,54,10394561
message_latency,QUIC,1pct_loss,55,10180101
message_latency,QUIC,1pct_loss,56,10357844
message_latency,QUIC,1pct_loss,57,10407906
message_latency,QUIC,1pct_loss,58,10461896
message_latency,QUIC,1pct_loss,59,10248199
message_latency,QUIC,1pct_loss,60,10338812
message_latency,QUIC,1pct_loss,61,10332181
message_latency,QUIC,1pct_loss,62,10413818
message_latency,QUIC,1pct_loss,63,10290009
message_latency,QUIC,1pct_loss,64,10288587
message_latency,QUIC,1pct_loss,65,10306678
message_latency,QUIC,1pct_loss,66,10289906
message_latency,QUIC,1pct_loss,67,10147745
message_latency,QUIC,1pct_loss,68,10173560
message_latency,QUIC,1pct_loss,69,10143712
message_latency,QUIC,1pct_loss,70,10216902
message_latency,QUIC,1pct_loss,71,10286943
message_latency,QUIC,1pct_loss,72,10505263
message_latency,QUIC,1pct_loss,73,10372181
message_latency,QUIC,1pct_loss,74,10498217
message_latency,QUIC,1pct_loss,75,10217180
message_latency,QUIC,1pct_loss,76,10370298
message_latency,QUIC,1pct_loss,77,10196060
message_latency,QUIC,1pct_loss,78,10614350
message_latency,QUIC,1pct_loss,79,10294744
message_latency,QUIC,1pct_loss,80,10317267
message_latency,QUIC,1pct_loss,81,10167706
message_latency,QUIC,1pct_loss,82,10171773
message_latency,QUIC,1pct_loss,83,10158970
message_latency,QUIC,1pct_loss,84,10133973
message_latency,QUIC,1pct_loss,85,10190306
message_latency,QUIC,1pct_loss,86,10465857
message_latency,QUIC,1pct_loss,87,10478951
message_latency,QUIC,1pct_loss,88,10604412
message_latency,QUIC,1pct_loss,89,10563958
message_latency,QUIC,1pct_loss,90,10475460
message_latency,QUIC,1pct_loss,91,10373367
message_latency,QUIC,1pct_loss,92,10383742
message_latency,QUIC,1pct_loss,93,58236881
message_latency,QUIC,1pct_loss,94,10335534
message_latency,QUIC,1pct_loss,95,10272470
message_latency,QUIC,1pct_loss,96,10236979
message_latency,QUIC,1pct_loss,97,10273172
message_latency,QUIC,1pct_loss,98,10141071
message_latency,QUIC,1pct_loss,99,10220011
message_latency,QUIC,1pct_loss,100,10188814
message_latency,TCP,5pct_loss,1,10303015
message_latency,TCP,5pct_loss,2,10254429
message_latency,TCP,5pct_loss,3,10279574
message_latency,TCP,5pct_loss,4,10249377
message_latency,TCP,5pct_loss,5,10245261
message_latency,TCP,5pct_loss,6,10322100
message_latency,TCP,5pct_loss,7,10302045
message_latency,TCP,5pct_loss,8,10262246
message_latency,TCP,5pct_loss,9,33769532
message_latency,TCP,5pct_loss,10,20284393
message_latency,TCP,5pct_loss,11,10216821
message_latency,TCP,5pct_loss,12,10150594
message_latency,TCP,5pct_loss,13,10173516
message_latency,TCP,5pct_loss,14,10173033
message_latency,TCP,5pct_loss,15,10314405
message_latency,TCP,5pct_loss,16,10139523
message_latency,TCP,5pct_loss,17,10101454
message_latency,TCP,5pct_loss,18,34193462
message_latency,TCP,5pct_loss,19,20016245
message_latency,TCP,5pct_loss,20,256054772
message_latency,TCP,5pct_loss,21,10191469
message_latency,TCP,5pct_loss,22,10239378
message_latency,TCP,5pct_loss,23,19951732
message_latency,TCP,5pct_loss,24,10185062
message_latency,TCP,5pct_loss,25,19982128
message_latency,TCP,5pct_loss,26,10140230
message_latency,TCP,5pct_loss,27,19988669
message_latency,TCP,5pct_loss,28,10155397
message_latency,TCP,5pct_loss,29,289039751
message_latency,TCP,5pct_loss,30,20183905
message_latency,TCP,5pct_loss,31,30349512
message_latency,TCP,5pct_loss,32,20343717
message_latency,TCP,5pct_loss,33,10259575
message_latency,TCP,5pct_loss,34,20159041
message_latency,TCP,5pct_loss,35,10177872
message_latency,TCP,5pct_loss,36,10200234
message_latency,TCP,5pct_loss,37,10213974
message_latency,TCP,5pct_loss,38,20162792
message_latency,TCP,5pct_loss,39,10209886
message_latency,TCP,5pct_loss,40,10180346
message_latency,TCP,5pct_loss,41,10158616
message_latency,TCP,5pct_loss,42,10147065
message_latency,TCP,5pct_loss,43,10118320
message_latency,TCP,5pct_loss,44,10122266
message_latency,TCP,5pct_loss,45,20083204
message_latency,TCP,5pct_loss,46,10091620
message_latency,TCP,5pct_loss,47,10078262
message_latency,TCP,5pct_loss,48,10099058
message_latency,TCP,5pct_loss,49,10097850
message_latency,TCP,5pct_loss,50,10086374
message_latency,TCP,5pct_loss,51,10079492
message_latency,TCP,5pct_loss,52,10088930
message_latency,TCP,5pct_loss,53,44071101
message_latency,TCP,5pct_loss,54,20082260
message_latency,TCP,5pct_loss,55,10106796
message_latency,TCP,5pct_loss,56,20059127
message_latency,TCP,5pct_loss,57,10110487
message_latency,TCP,5pct_loss,58,10135710
message_latency,TCP,5pct_loss,59,254691913
message_latency,TCP,5pct_loss,60,10263513
message_latency,TCP,5pct_loss,61,10234058
message_latency,TCP,5pct_loss,62,40084363
message_latency,TCP,5pct_loss,63,20016357
message_latency,TCP,5pct_loss,64,20087038
message_latency,TCP,5pct_loss,65,10211320
message_latency,TCP,5pct_loss,66,20115876
message_latency,TCP,5pct_loss,67,10298546
message_latency,TCP,5pct_loss,68,20106691
message_latency,TCP,5pct_loss,69,10322164
message_latency,TCP,5pct_loss,70,20405249
message_latency,TCP,5pct_loss,71,10269280
message_latency,TCP,5pct_loss,72,10229104
message_latency,TCP,5pct_loss,73,10131027
message_latency,TCP,5pct_loss,74,10093059
message_latency,TCP,5pct_loss,75,10190395
message_latency,TCP,5pct_loss,76,10154920
message_latency,TCP,5pct_loss,77,10143223
message_latency,TCP,5pct_loss,78,10141028
message_latency,TCP,5pct_loss,79,10110972
message_latency,TCP,5pct_loss,80,10087571
message_latency,TCP,5pct_loss,81,10100421
message_latency,TCP,5pct_loss,82,10143538
message_latency,TCP,5pct_loss,83,10112581
message_latency,TCP,5pct_loss,84,10083428
message_latency,TCP,5pct_loss,85,10077478
message_latency,TCP,5pct_loss,86,10070786
message_latency,TCP,5pct_loss,87,10082875
message_latency,TCP,5pct_loss,88,10069963
message_latency,TCP,5pct_loss,89,10096092
message_latency,TCP,5pct_loss,90,10090290
message_latency,TCP,5pct_loss,91,10091821
message_latency,TCP,5pct_loss,92,259051195
message_latency,TCP,5pct_loss,93,10221999
message_latency,TCP,5pct_loss,94,10201334
message_latency,TCP,5pct_loss,95,20040290
message_latency,TCP,5pct_loss,96,255476242
message_latency,TCP,5pct_loss,97,10242128
message_latency,TCP,5pct_loss,98,10210205
message_latency,TCP,5pct_loss,99,20100220
message_latency,TCP,5pct_loss,100,10272394
message_latency,QUIC,5pct_loss,1,10569473
message_latency,QUIC,5pct_loss,2,10235281
message_latency,QUIC,5pct_loss,3,10220777
message_latency,QUIC,5pct_loss,4,10217247
message_latency,QUIC,5pct_loss,5,10326708
message_latency,QUIC,5pct_loss,6,10277205
message_latency,QUIC,5pct_loss,7,10331358
message_latency,QUIC,5pct_loss,8,10519429
message_latency,QUIC,5pct_loss,9,10257408
message_latency,QUIC,5pct_loss,10,10474725
message_latency,QUIC,5pct_loss,11,10333579
message_latency,QUIC,5pct_loss,12,10417051
message_latency,QUIC,5pct_loss,13,10376030
message_latency,QUIC,5pct_loss,14,10334698
message_latency,QUIC,5pct_loss,15,10411111
message_latency,QUIC,5pct_loss,16,10430040
message_latency,QUIC,5pct_loss,17,10456400
message_latency,QUIC,5pct_loss,18,10389817
message_latency,QUIC,5pct_loss,19,10494396
message_latency,QUIC,5pct_loss,20,10242748
message_latency,QUIC,5pct_loss,21,10422822
message_latency,QUIC,5pct_loss,22,10459399
message_latency,QUIC,5pct_loss,23,10555113
message_latency,QUIC,5pct_loss,24,10406132
message_latency,QUIC,5pct_loss,25,10413553
message_latency,QUIC,5pct_loss,26,10386123
message_latency,QUIC,5pct_loss,27,10533024
message_latency,QUIC,5pct_loss,28,10336498
message_latency,QUIC,5pct_loss,29,10460013
message_latency,QUIC,5pct_loss,30,10269405
message_latency,QUIC,5pct_loss,31,10406781
message_latency,QUIC,5pct_loss,32,10356922
message_latency,QUIC,5pct_loss,33,10430779
message_latency,QUIC,5pct_loss,34,10298711
message_latency,QUIC,5pct_loss,35,10271666
message_latency,QUIC,5pct_loss,36,10144281
message_latency,QUIC,5pct_loss,37,10221964
message_latency,QUIC,5pct_loss,38,10114050
message_latency,QUIC,5pct_loss,39,10170490
message_latency,QUIC,5pct_loss,40,10108656
message_latency,QUIC,5pct_loss,41,10335108
message_latency,QUIC,5pct_loss,42,10344798
message_latency,QUIC,5pct_loss,43,10513000
message_latency,QUIC,5pct_loss,44,10287058
message_latency,QUIC,5pct_loss,45,62768282
message_latency,QUIC,5pct_loss,46,10378899
message_latency,QUIC,5pct_loss,47,10388865
message_latency,QUIC,5pct_loss,48,10147150
message_latency,QUIC,5pct_loss,49,10233950
message_latency,QUIC,5pct_loss,50,10223812
message_latency,QUIC,5pct_loss,51,10173832
message_latency,QUIC,5pct_loss,52,10262672
message_latency,QUIC,5pct_loss,53,10499678
message_latency,QUIC,5pct_loss,54,10283520
message_latency,QUIC,5pct_loss,55,10701096
message_latency,QUIC,5pct_loss,56,60667179
message_latency,QUIC,5pct_loss,57,10335613
message_latency,QUIC,5pct_loss,58,10483352
message_latency,QUIC,5pct_loss,59,10283811
message_latency,QUIC,5pct_loss,60,10390315
message_latency,QUIC,5pct_loss,61,10270142
message_latency,QUIC,5pct_loss,62,10382113
message_latency,QUIC,5pct_loss,63,10284083
message_latency,QUIC,5pct_loss,64,10216115
message_latency,QUIC,5pct_loss,65,10308559
message_latency,QUIC,5pct_loss,66,10460918
message_latency,QUIC,5pct_loss,67,10300167
message_latency,QUIC,5pct_loss,68,10519610
message_latency,QUIC,5pct_loss,69,10379033
message_latency,QUIC,5pct_loss,70,10447463
message_latency,QUIC,5pct_loss,71,10410235
message_latency,QUIC,5pct_loss,72,10317677
message_latency,QUIC,5pct_loss,73,10235398
message_latency,QUIC,5pct_loss,74,10277712
message_latency,QUIC,5pct_loss,75,10225580
message_latency,QUIC,5pct_loss,76,10232349
message_latency,QUIC,5pct_loss,77,10101512
message_latency,QUIC,5pct_loss,78,10212897
message_latency,QUIC,5pct_loss,79,10297698
message_latency,QUIC,5pct_loss,80,10584402
message_latency,QUIC,5pct_loss,81,10336847
message_latency,QUIC,5pct_loss,82,10359954
message_latency,QUIC,5pct_loss,83,10216151
message_latency,QUIC,5pct_loss,84,10294692
message_latency,QUIC,5pct_loss,85,10271020
message_latency,QUIC,5pct_loss,86,10386377
message_latency,QUIC,5pct_loss,87,10320291
message_latency,QUIC,5pct_loss,88,10247225
message_latency,QUIC,5pct_loss,89,10143483
message_latency,QUIC,5pct_loss,90,10139699
message_latency,QUIC,5pct_loss,91,10172627
message_latency,QUIC,5pct_loss,92,58064671
message_latency,QUIC,5pct_loss,93,10265596
message_latency,QUIC,5pct_loss,94,10300469
message_latency,QUIC,5pct_loss,95,10143148
message_latency,QUIC,5pct_loss,96,10169032
message_latency,QUIC,5pct_loss,97,10113666
message_latency,QUIC,5pct_loss,98,10260178
message_latency,QUIC,5pct_loss,99,10105828
message_latency,QUIC,5pct_loss,100,10421673
